Addresses,amount_DBI,tx_list_DBI,amount_LI,tx_list_LI,amount_SI,tx_list_SI,deposited_DBI,deposited_LI,deposited_SI
0xb2ce2b65f1af37bf4da4b688c92436d429b08da9,0.0,"0x2b6d9b4812afec6922ef1a5ed8904acd1c939d042a0116f0cb5bab59d62e913c,0x50359fab71d2394fb33c15593807170eb4838cd58d8ea0919dad6098c56c3e42",0.0,0x82e8f80c447dfd29ae63bf82854427593cbf4c97943803595229b91087e64be1,0.0,,0.0,0.0,1004.24
0x8c818d28c295998a646d8f566193ffcf1c716833,0.0,,0.0,0x87a1057a24b7457b3a700a3aeea5ba653ba0a87acf029721a57fd9f1eabfe057,0.0,,25.1660561151,0.0,1224.3734778217001
0xdaffd214afe9d8a3725361ed19a03fb3114bc11b,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x575b67fa7deb83da6566dc05e3d5aacef1a7e6e9,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6a3c59489f75df432408267b83290cea0e215298,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7c5f0182400dd2edaebda38f0574ed55e6f0e77b,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7f6ff82381588a8617e299277e3ce36a1e068041,0.0,,0.0,,0.0,,0.0,0.0,5.1e-07
0x7f4d2f56ade454ae852e5e0f5c32cb5ebd3d96af,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xa0afef53f4fd932693df99298a12fff028081460,0.0,,0.0,,0.0,,0.0,0.0,20.0
0xe7acebd46686f92d6e3ed2e4d042d1e43e6019cc,0.0,,0.0,,0.0,,0.0,0.0,0.1443844683
0xf0d0b6569ea90de9232ed9972a4c18ee76656efd,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xaab5a58c79f8d0a66906d61914ec449f91a923e7,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xa1fce9812b30187c76af7314d8bcc9f59c3b4ce4,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x15fa1cf93e915f52f2024ce766d7d066c3803aa0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6d5c71d52669ff0060c7b48d551e4436e2cb652c,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x66a0c5a359fdd60b8a8eb427e95d4b77e159ac4d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xa5911de702fd1a95e3f63581037782819f448913,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xac304ce5b5d25ebf79387bca30dc4f44ef20e834,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xb2740e4c88e1a77269740282e821692102ad5b00,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xefd7372227dc49d8fccdfe4f9311c7f396faca29,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x0c70dba2e20570a983bfc7986081090aa0ba9af9,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7bc61a2f932617ad453ed2e23bb3c6cbfa8e4fde,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x56a7a158a7c0fd45a2f8071bceec69f3b1c912ac,0.0,,0.0,,0.0,,37.6370554303,0.0,0.0
0xa7fc5251140f5ca3ec672968de6a5e718a84a917,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x568fb15a2f251cbfd5257028fa338ddabf1d1277,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe5d643764a885c219a0562946c7565caed27afb0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x8dac3566c7638b2cc97d7987b18313ead75bd96b,0.0,,0.0,"0x2a227e3506961ca3eb5806d1a9305a0c3ac5dabac5d25578e129c1c3086e3204,0x61e78a1ad2144e8fc675a2cf879273f7239302070c51406dd99d02240ff12a98",0.0,0xf9709665e8f300a1851af9c8a15996cadca8c66fbeb13ad1cef431c8330569b6,10.5694,0.0,0.0
0xb565a438f4666675797c8729b87f22b72f372aa7,0.0,,0.0,,0.0,,0.1207792741,0.0192782244,3.485788579
0x1affa030fab73c5d50f6f3e1df16164f0390c3e0,0.0,,0.0,,0.0,,0.0,0.3056362044,284.3884312236
0xd940633d48c756a2d28b63bea4fb7366da0ce9b9,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x73e2a4f9db61691417eacb73cb272beac316734d,0.0,,0.0,,0.0,,3.6638528644,0.2000044871,0.0
0x8f71041defa491438b932664f30acc14a0a0a2fd,0.0,,0.0,,0.0,,0.0,0.0,5307.095872398801
0x059736b846c078b70953c5d8ecb1154613c3facb,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7be56df9ca762e0997f3b16602563e60a12bd5c8,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7d1f1faf1ec17128f58c8426ee8e813895a82315,0.0,,0.0,,0.0,,0.0,0.0,47.1958298162
0xc7503b941dd449dc47e2c0ef5f06e4e4ffa94d0e,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x67dd39cc84f99c6dc64a3e9e82b23f7bcdcdd322,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x1aaef7ae7ff2ad3e361ad857076bcf9756be59f9,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf7d3b0b599ccc275c02b7cdaea61b53cb60e6083,0.0,,0.0,,0.0,,0.0,0.0,291.0837553099
0xb86af3def69f2155351fa16d1ccfd0bca8619bde,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x211b6b519f576c31db128ccdec9b163e7f46e41a,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5e538a77b5af33573e23d110d15ee190f07e4798,0.0,,0.0,,0.0,,0.0,0.0,9283.2027713074
0xd75e89f92bce63402abc06a26ffb1b7cadae48c1,0.0,,0.0,,0.0,,0.0,0.0,0.1428105889
0x4a3f28a8ec307b9684ef5620867781a468e71091,0.0,,0.0,,2.007042623972e-06,0xb9b580040b51e0302512d65bcb0b18c98c40bf4e43351a8823b207a0b4c06515,0.0,0.0,1.47e-07
0xbe764ed19196778098e183d52fef8b4c76a6184b,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3b4b4fda6fb340f3cacc6a3225bb1076557cd9c5,0.0,,0.0,,0.0,,0.0,0.0,0.4645140708
0xb293486b66e466e9bcd6ab669f3ae18abe43e71c,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x66f284b6e243d714e64b396bd81399c4ff44b65d,0.0,,0.0,,0.0,,0.0,0.0,20.0
0xe926f7db84dcd45db191db5ea69d2d2849677a45,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6fc462b154e29d622dcd849c6e08edf89582dabe,0.0,,44.5987432950637,0xc4b45064d2a9509a7326e01e5b54374993ae3533cc3c1cb8190b540d81ca48f5,261.6811150742486,0x88f2e101377b3b3546a54f4cd91b631eb90b5e3941041d0195907266970dc2bc,0.279,0.0290977834,19.3946891986
0x29154b2ae9be39c7cbbefdf67e10450465563717,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x42dc6b189ca9d942012a73780f25c922696c6f63,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x4a747460ade361707c5def3f93f7332ff410b630,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3bc2abe7e4944b3cab55b12ddd06087a9502d688,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xa196c9a7d4c5bae6e7f6bec1a5af7ea9a4cac2ef,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x37aca63c698e1faa9620218625f729815091a590,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x46906853575a340cb52893b114aff93f22be6bda,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x66c87eceefa03bc12c772344bc02f2ec4d1cde08,0.0,,0.0,,0.0,,0.0,0.0,0.142085349
0xe4e01e5f6a9c306ad7ebca53beb943cf6b181045,0.0,,0.0,,0.0,,3.5780319089,0.0,0.0
0x90da67b6fb3c878a6f4ef74b356af859128f201f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x0e9aae66382cb562483d5c1ee4dc81f15d22b523,0.0,,0.0,,0.0,,0.0,0.0,245.1555034328
0xcdb971bb6a0c2f39a5e72c9431ecd6da113ec72b,0.0,,0.0,,0.0,,4.8880188377,0.6549180273,0.0
0xdec9bee7104233d0991b52031c40105cd4f9c10f,0.0,,0.0,,0.0,,0.0,0.0,11447.2890140497
0x0cd13908b2afcb9b2134ffa2464b58d91eee449b,0.0,,0.0,,0.0,,0.0,0.0,0.1420575547
0x0839e6d3d9b66ff45474f54c75c70d824550bb21,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x536305e438e4120c09ddd5b30e5ad55a8bea3a2d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xefdca38b18b7a6a7bf937d13ae6f8efc32f15774,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xfcd991ba83bb0c10132ed03989e616916591a399,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5cc27f02c83fff6009758ba5fd654ebb1e3c35e1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x073f902e7232877a2a215c3da9ea2c74ec388703,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x215e45803cc8537b9c6fa253dac574b9c43ef0a5,0.0,,0.0,,0.0,,1.0087,0.0,0.0
0xb3cb1073d6c1a857f037e97cddae4d77b301c197,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xfb5c4e3acc53038b2d610f30c017479e9665c442,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xabe67d45510ed52d3aaa231f37339620be2bf4ea,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x9cfb0ed6a4971f7b551dcf8c98ed017948e62622,0.0,,0.0,,0.0,,0.0,0.0,0.1428479777
0x35055dc57b925bcc2cbbfdd75e4f2a7e4698c4e0,0.0,,0.0,,0.0,,0.290498385,0.0387979386,0.0
0x9f68aa87f341daebfb8c0fb2a74c35de5fdf266e,0.0,,0.0,,0.0,,9.483,1.3304,9560.7786660734
0x760801fcbe8747a9e45be13692851e656fc7f30c,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xed69563e7ec4f1e538ef88bb7927bff5de2e4caa,0.0,,0.0,,0.0,,0.0,0.1197636235,0.0
0x736d3443423c0783389c1840abbc369e0bf2b831,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3299d5eee1934480072e21d6747dabe7b4d4a73d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf73c30dd06c30c06d8818dd21c3b3368df5be21d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xeb1389c5711f00d6e24263f4d329b648d3ac1b6a,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x280f5ac17c6d484364230a404e1092239f96740f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x43d0cff35ed8506802acc75e771ca0f4897e4a74,0.0,,0.0,,0.0,,0.0,0.0,4911.1037046134
0xba05f4a3639ebcdf1e9ea8bb8c0a00f3511b97ce,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x73adc9f5240c3b629f69bceceea79d83e05ba1c8,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x57b5b622d954695b926bcb01f952630bef5be7e8,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x615190cc7420b3419dedb89c811cf9b44ba06454,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x04aeca8448f731f31e7e8d615771b5d5db171d16,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xa76e3f4ebaa24c82f9703d1f4f4e58d5a48b6853,0.0,,0.0,,20364.396637545917,0xac4dc3a2fdc09c72d8c5e3ff0d8464dee5c9762b997ecbda8889fe0da336904c,1.8979,1.6253146106,1486.1834299289
0x41022aed2cde27591ca13088d1f58ba8e56790a7,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x99611cd42b6281a9cbdee97f9e4bff51a8b1c5cc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x9cb474f36b4fe2742265872abebff4e95f470bb0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe3d69bcab5daaea39787eeaf4c0369de366d71bd,0.0,,0.0,,0.0,,17.8457817216,0.0,0.0
0x6e81c8cb5c0a2edb9194cacc025944f9795676b5,0.0,,0.0,,0.0,,0.0,0.0,1716.1506944377
0x05945725ee95ee726175ee3f009a90a2bd3b07b2,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xad46e733eefdda3326dad3e74574dc37bfd57ccc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x609655e663a52bcaff462feb4cd0dd81fe9b7800,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x12c8e86020ff165bd16f0d54aad3dd243168ac26,0.0,,0.0,,0.0,,4.7336,0.0,0.0
0x0a97866699bc68d01e3de5b78e3d77947a7b94b5,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x803585733d4554e712dcacc2acea3a23b96de1e0,0.0,,0.0,,0.0,,0.0,0.0,6335.1183016788
0x15a0354fc41c2cf758e307ba412aa912893254c0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x11b6f3940c685499b89b9a790fa1e261406f4cde,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd6077e7d903b91c0bfd9a6f4b484ed3bcfac56bb,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x70740c6bb457dba3de353871dd4349a900a093ad,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x8ded31a6f83559bb505684119c1ae4bd853ca1c0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe9d6719dc5f7b313c4b5817c03df9e183f41a3ad,0.0,,0.0,,0.0,,22.883671694,2.9755030188,0.0
0xfaedcfb18616e94ae98e30f140b5fcf2012b3b96,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x940d1731dee4a3ea6429646bb0678a2b9c5fbb5a,0.0,,0.0,,0.0,,41.3639952621,0.0,0.0
0x0839eb74410ac92b00d2b5d517fb4dba921859ec,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x849b29db3ef4fd03f5848637a7d925703e86b815,0.0,,0.0,,0.0,,222.32064997229998,3.7620457896,29838.865051371
0x204493e5f08d9e00eb1470e120f01b530fb2983a,0.0,,0.0,,0.0,,51.173236774799996,10.1260557225,363.6549568058
0x03089e6f5fd9e88a2578ffa70b048a7792bb999d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x358b7b4d93b1a750947d7eb1b74d56025e4dd3c5,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe201032d0133d4ee5afd7f5d12102859e4ad0524,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd8d85a9091460fc84f6cc54cf65f30012e2b29ec,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x15f490fe47a84a50c75b0cc4c1f4b17b7188306d,0.0,,0.0,,0.0,,0.0,0.0,200.0
0x5efb9b1edc13f10d8f0a9370bb451f1d4670092b,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xb8fbd3497c0946933ec44a4e18c9f77cb9dc6b72,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x93c6ebb7d104dc41b7140f546b57c5f6d027ecd8,0.0,,0.0,,0.0,,0.0,0.0,0.1421507264
0x2ac84584e89d251181130771359b0f2aef1c78bc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc5b29d673f6b4d9e85602e98072fd184c6323af3,0.0,,0.0,,0.0,,0.0,3.398987062,0.0
0xdf31ec29f5d518676e3fef5878928686f3640fc0,0.0,,0.0,,0.0,,0.0,28.4589205679,1015.7387557992
0x4ac610c8504d7fc0f814636dcb805d20ede938cf,0.0,,0.0,0x9cc179d98e1bfe74eb438dc92d74ea5f082403ca51647b41b66e900ad7cb1c39,0.0,0xab2815ccb49f407de0059b18325d568d67e1c5dab71d1d41783baf9eaa27d852,1.6257506063,0.0,0.0
0xc8fdf409f134529dc903318e580909eb7269e767,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6bcfa06984d14afbef3ad58efa0885ea8d2b35c0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6661f25504cc6936f6c129feaa9e520e231ffc06,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x80a1744bce2ea7daa41539dd52edda524d250ddb,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7e38a708e497220e65875fcb2748bbab16efb3d6,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x1a53c37132a5c86190556aa0b834b0b4b9dbc55e,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc364dcc9548329a8c79062f340bdd2e428b4ef22,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5cd3d18b42153969372da9f0921b7bc2136d7d6e,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd32f331ac74d1e3508c74e03d51f8e5ac29c05f4,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xcac7f1cd0ba11fda3ecd3cf52b2823393c9c4ee1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6efac6d913bf15a02794b3016412c6c8b3997ab3,0.0,,0.0,,0.0,,0.0,0.0,437.408574289
0x0e18c59e4f6511e317d6d430148651c8205841ec,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x428d4e66ae725d41013f7f6fa75f66fd099d05d4,0.0,,0.0,,0.0,,2.4386653972,0.0,0.0
0xe890814c04db3344aa6b93ed66f5f6fc735c26b1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3c75246858329984a67ca73cfc3df35a8d8b70a1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xfd97827eced33d65aed320e4a556716a93d710fd,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3a7c9f82ab145d61ee95a099d17ae399d8c2d4d5,0.0,,0.0,,0.0,,0.0,0.0,0.142043885
0x5bca66641d8ace5607209a3727c04907c15e2d77,0.0,,0.0,,0.0,,0.0,0.0,0.1421343817
0x939c4d2f7eda4d5c74e5dfc47bd4846825e2f339,0.0,,0.0,,0.0,,0.0,0.762,0.0
0xc0e023aca83d0920de74924e3c77f302a26bc40a,0.0,,0.0,,0.0,,26.6397669117,3.7556025084,0.0
0x6c4541584928fce47c7679ce4ca9b10b27b461d0,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x2fa5fcc93ac9b373ef0065708330f7cac493fea7,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x262cda145d2dc6a12814b4f8f44f1adc1352464c,0.0,,0.0,,0.0,,15.8895407944,0.2592809318,0.0
0xe79006bf4a3c0ad0cd5f0a6021d98ef8366fb9c3,0.0,,0.0,,0.0,,2.3012729255,0.0,0.0
0x8e08e9b8f48ab7c388fbd89b889ff7f1d18782a8,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd1f77a63579b2e30827011c4c9dbe799866b84b1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x65e54a09ed01fc65ebfc001ab790f3a1bd8e8992,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe0b54aa5e28109f6aa8bedcff9622d61a75e6b83,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd57de2fe6531a55ab609b5c7d33a099ad7670f5f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x3c438d63c9001378c32a730c6493494e94d251fe,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe4490794ef223eb63ac64c8b1138ec95dd1cfd99,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x757f42651931d1bd5e679250ddd86426b8f10f73,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf5a1068df90515adc25dd5e551c5aac37b6d565f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5dfd80457007e8eca712a377529f12baa845aecd,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xb973b4585e5a211936683f9f323907495e01485c,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x421a8a0c6388faa1550e2636538d8d7605a8cede,0.0,,0.0,,0.0,,0.0,0.0949793432,0.0
0xf807f3acd90ff00167873f389dd4087ea6b7a9ad,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc2f67807fa734cfc82d83a0ee6a11225b1c4fd52,0.0,,0.0,,0.0,,0.0,0.0,0.1428079419
0x0000ebe21c20a63f5ff5b19f4713317371e2c935,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xd235864c985cef5ebe8a19355e9dd1a8fd9d16a2,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x399343d37f555fc419ab9476ab5c9d87679ed246,0.0,,0.0,,0.0,,0.0,0.0,460.5752175889
0xc917ae195ceef373db13b9a3d0e46814774761f9,0.0,,0.0,,0.0,,3.054369946,0.0,0.0
0xb4636ff73dd55fe8da70450d32bd6dc2401f0470,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xb286a69751da07df31eb2f9962bec077f351b0b1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5d5db4201ef615653d5b618433d19efdf4fe0c20,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc112c0cd734a24339712de158aa1b8d64e1d97fc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7507f84610f6d656a70eb8cdec044674799265d3,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6c3e4a2b456b4eb8e7509818a891af0ecebf90d8,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x58a766a853c0a5aad8cf594f12131e026088707a,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x18fef4a01febd7934ed0b84ba3d8790f92f53ccc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x2f708746673dfa0e07b4cdd884ab83ac32b89e8d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x25c7a3108317e8ae1944ee3f7abcb91da440ae02,0.0,,0.0,,0.0,,0.0,0.0,9746.0625762283
0x59a183b484b167c72d295a4344428ced0cf97c4f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x878d5ab1fd270f94a301015592daa31b006dd5ff,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x1404b99906469033294cc69c84857c418fc135d2,0.0,,0.0,,0.0,,0.0,0.0092284069,0.0
0xd08da4b9c953138f651f1d101e9db628fc8b5bda,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x794af8b373c2378ecfc2a3582a4a0ca2aae3c6de,0.0,,0.0,,0.0,,2.177844267,0.0,0.0
0xb0ff7c60a691b4a7d534dcd423db35d59ca2372d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x12131d13a063df3601887470f6126243c2865081,0.0,,0.0,,0.0,,80.2587807519,2.8018959568,17352.031923025
0xe664c5f4c4fef417c203d401448801ee43f665d5,0.0,,0.0,,0.0,,33.9136721772,11.8990423758,2655.3571888995
0x3f343180c5fe20d0b9960c12685261a62e0f6f48,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xb3f876c9972339a1405346b1a8a27204f0bc154a,0.0,,0.0,,0.0,,6.6156,0.0,6037.7146055108005
0x22a48624f933c53bd62f2e4db2cf432b85b6c18f,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x418ecfcee63485ddcbf384f1c782320fe635495d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6cd1230270f4e1c419c2b3f37f5fc40f3c80a243,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x80b23b59d3019da27113c05314fe16895b3c6404,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6ec04cbe2f8e192d8df0bcf94afb58a4094f7c91,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xcd8a6d3cc654f7e12046b28fc3652fb29e3279c7,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x9ad7f1ce70b55836f387fc7016016001befd5bf6,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf89be5526fd654da221f6d435403b39b9ea0eee3,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x52b4868b362adc3365b9a110ecbfe71e2b36bab2,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xbe93c29b52a324b2dd8909a99d125c8c6647cbcf,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x18563fdcf0a65492561f38d66fbf377fe384067e,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x5bb60bfb60299685919cf6d9b9068372d16b8cf6,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x40f3ab7c027b056803f36591b63cf84db7b3c0e1,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x1624e7cf6a98a3b8b4a55376cb9c4a88808e21bf,0.0,,0.0,,0.0,,0.0,0.0,20.0
0x88d4d2c0aa548b93ba78e04754720b7567c3e239,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc45580e10ce929bd6c1a6afa34325d06fc62a208,0.0,,0.0,,0.0,,25.110005853700002,0.0,0.0
0x0b2afdfbc91090e83d95b5aa445f31e7876f8e60,0.0,,0.0,,0.0,,72.4670517135,8.0955326505,0.0
0x7f4a17a61cff62dc702a2b9ad4a02a1a8b62c63c,0.0,,0.0,,0.0,,3.7019016666,0.4296478037,126.1715898153
0xd77e3d5701b99a7c7a5fd1431715cd5cada37e0e,0.0,,0.0,,0.0,,0.0,0.0,0.142909192
0x85c4fe63770e97e68626de688397f064e0e9cf74,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x2cd444151d7e16ed4a242e062d9cba53e111d25a,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x9f04f3313e46a68c6acf048c9528ecac87d0f9df,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x6861ca8bb8352f1c887258998a44d0412137b03e,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xc78df354b0b08c0f451619b791fcf098291a187e,0.0,,0.0,,0.0,,14.9574600608,0.0,426.71213616269995
0x451660547d65bd9131b25381ab62993b5ef1c96c,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x7d48e29caba7df5489e6419532d566a9becb7692,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf0e4f29fdf32830ad00593dbdca90fe2c7d2118d,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x61fda6d231bbd130895f4533161b0f73d55d5496,0.0,,0.0,,0.0,,56.8139115553,0.0,4.1e-09
0x17ce856f09235a19238fc1d6e4426cd6e8aa4c03,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xf569d63dca6eaca8fb8162482775ede0980be1bc,0.0,,0.0,,0.0,,0.0,0.0,0.0
0x08f597e5c369224122843ccc57ba83f996017fb2,0.0,,0.0,,0.0,,0.0,0.0,0.0
0xe6e58e32c9ecf0db49ab3705aadc71e76c02734b,0.0,,0.0,,0.0,,0.0,0.0,0.0
